Date,MinTemp,MaxTemp,AvgTemp,Sunrise,Sunset
30-08-2015,42,56,49,607,1839
31-08-2015,41,55,48,607,1838
01-09-2015,42,60,51,607,1837
02-09-2015,43,52,48,607,1836
03-09-2015,42,52,47,607,1836
04-09-2015,40,53,47,608,1835
05-09-2015,39,54,47,608,1834
06-09-2015,41,54,48,608,1833
07-09-2015,42,53,48,608,1832
08-09-2015,41,59,50,608,1831
09-09-2015,46,60,53,609,1830
10-09-2015,42,56,49,609,1829
11-09-2015,42,59,51,609,1828
12-09-2015,41,56,49,609,1828
13-09-2015,43,62,53,609,1827
14-09-2015,42,62,52,610,1826
15-09-2015,40,57,49,610,1825
16-09-2015,39,54,47,610,1824
17-09-2015,38,53,46,610,1823
18-09-2015,38,54,46,610,1822
19-09-2015,39,55,47,611,1821
20-09-2015,41,58,50,611,1820
21-09-2015,43,54,49,611,1819
22-09-2015,39,54,47,611,1819
23-09-2015,37,54,46,611,1818
24-09-2015,38,55,47,612,1817
25-09-2015,39,54,47,612,1816
26-09-2015,42,53,48,612,1815
27-09-2015,39,54,47,612,1814
28-09-2015,39,53,46,612,1813
29-09-2015,38,52,45,613,1812
30-09-2015,39,60,50,613,1811
01-10-2015,39,57,48,613,1811
02-10-2015,39,57,48,613,1810
03-10-2015,43,63,53,614,1809
04-10-2015,45,57,51,614,1808
05-10-2015,42,58,50,614,1807
06-10-2015,39,54,47,614,1806
07-10-2015,41,62,52,615,1805
08-10-2015,41,60,51,615,1805
09-10-2015,40,58,49,615,1804
10-10-2015,41,56,49,615,1803
11-10-2015,43,60,52,616,1802
12-10-2015,40,58,49,616,1801
13-10-2015,39,56,48,616,1801
14-10-2015,38,58,48,616,1800
15-10-2015,39,54,47,617,1759
16-10-2015,42,60,51,617,1758
17-10-2015,42,54,48,617,1758
18-10-2015,40,58,49,618,1757
19-10-2015,41,58,50,618,1756
20-10-2015,40,57,49,618,1755
21-10-2015,41,54,48,619,1755
22-10-2015,40,55,48,619,1754
23-10-2015,38,56,47,620,1753
24-10-2015,42,57,50,620,1753
25-10-2015,45,60,53,620,1752
26-10-2015,44,63,54,621,1752
27-10-2015,42,63,53,621,1751
28-10-2015,44,57,51,622,1750
29-10-2015,38,53,46,622,1750
30-10-2015,42,54,48,622,1749
31-10-2015,42,61,52,623,1749
01-11-2015,41,57,49,623,1748
02-11-2015,40,59,50,624,1748
03-11-2015,43,57,50,624,1747
04-11-2015,42,58,50,625,1747
05-11-2015,40,60,50,625,1746
06-11-2015,41,59,50,626,1746
07-11-2015,42,60,51,626,1746
08-11-2015,39,58,49,627,1745
09-11-2015,37,52,45,627,1745
10-11-2015,35,51,43,628,1745
11-11-2015,37,53,45,628,1744
12-11-2015,38,49,44,629,1744
13-11-2015,37,49,43,629,1744
14-11-2015,36,52,44,630,1743
15-11-2015,36,51,44,630,1743
16-11-2015,35,52,44,631,1743
17-11-2015,37,56,47,632,1743
18-11-2015,36,53,45,632,1743
19-11-2015,43,56,50,633,1743
20-11-2015,43,51,47,633,1742
21-11-2015,41,53,47,634,1742
22-11-2015,42,58,50,635,1742
23-11-2015,42,55,49,635,1742
24-11-2015,42,53,48,636,1742
25-11-2015,38,55,47,636,1742
26-11-2015,40,56,48,637,1742
27-11-2015,41,58,50,638,1742
28-11-2015,39,54,47,638,1742
29-11-2015,40,58,49,639,1742
30-11-2015,44,60,52,640,1742
01-12-2015,43,60,52,640,1743
02-12-2015,40,61,51,641,1743
03-12-2015,42,57,50,641,1743
04-12-2015,42,56,49,642,1743
05-12-2015,39,58,49,643,1743
06-12-2015,39,63,51,643,1743
07-12-2015,45,63,54,644,1744
08-12-2015,44,60,52,645,1744
09-12-2015,41,56,49,645,1744
10-12-2015,39,54,47,646,1745
11-12-2015,42,53,48,646,1745
12-12-2015,39,55,47,647,1745
13-12-2015,36,52,44,648,1746
14-12-2015,36,54,45,648,1746
15-12-2015,33,49,41,649,1746
16-12-2015,35,53,44,649,1747
17-12-2015,37,54,46,650,1747
18-12-2015,38,53,46,650,1748
19-12-2015,34,46,40,651,1748
20-12-2015,35,49,42,651,1749
21-12-2015,35,47,41,652,1749
22-12-2015,34,51,43,652,1750
23-12-2015,33,46,40,653,1750
24-12-2015,32,49,41,653,1751
25-12-2015,35,48,42,654,1751
26-12-2015,35,49,42,654,1752
27-12-2015,35,50,43,655,1752
28-12-2015,35,45,40,655,1753
29-12-2015,31,49,40,655,1753
30-12-2015,36,52,44,656,1754
31-12-2015,40,56,48,656,1755
01-01-2016,38,57,48,657,1756
02-01-2016,35,54,45,657,1756
03-01-2016,39,54,47,657,1757
04-01-2016,37,53,45,658,1757
05-01-2016,34,51,43,658,1758
06-01-2016,36,56,46,658,1759
07-01-2016,37,58,48,658,1759
08-01-2016,37,54,46,659,1800
09-01-2016,40,54,47,659,1801
10-01-2016,39,53,46,659,1801
11-01-2016,37,57,47,659,1802
12-01-2016,39,54,47,659,1803
13-01-2016,37,59,48,659,1803
14-01-2016,40,60,50,659,1804
15-01-2016,40,56,48,659,1804
16-01-2016,38,54,46,700,1805
17-01-2016,37,56,47,700,1806
18-01-2016,41,55,48,700,1806
19-01-2016,40,60,50,700,1807
20-01-2016,42,58,50,659,1808
21-01-2016,42,57,50,659,1808
22-01-2016,41,59,50,659,1809
23-01-2016,39,59,49,659,1810
24-01-2016,38,55,47,659,1810
25-01-2016,35,54,45,659,1811
26-01-2016,39,58,49,659,1811
27-01-2016,37,59,48,659,1812
28-01-2016,44,62,53,658,1813
29-01-2016,49,64,57,658,1813
30-01-2016,45,62,54,658,1814
31-01-2016,41,59,50,658,1814
01-02-2016,36,54,45,657,1815
02-02-2016,38,52,45,657,1816
03-02-2016,38,55,47,657,1816
04-02-2016,40,58,49,656,1817
05-02-2016,37,58,48,656,1817
06-02-2016,36,57,47,655,1818
07-02-2016,33,47,40,655,1818
08-02-2016,31,53,42,655,1819
09-02-2016,37,53,45,654,1819
10-02-2016,35,55,45,654,1820
11-02-2016,38,54,46,653,1820
12-02-2016,41,59,50,653,1821
13-02-2016,43,60,52,652,1821
14-02-2016,42,60,51,652,1822
15-02-2016,38,58,48,651,1822
16-02-2016,37,59,48,651,1823
17-02-2016,44,57,51,650,1823
18-02-2016,38,57,48,649,1823
19-02-2016,36,57,47,649,1824
20-02-2016,37,59,48,648,1824
21-02-2016,39,61,50,647,1825
22-02-2016,43,60,52,647,1825
23-02-2016,45,63,54,646,1825
24-02-2016,45,62,54,646,1826
25-02-2016,39,53,46,645,1826
26-02-2016,36,53,45,644,1827
27-02-2016,36,59,48,643,1827
28-02-2016,36,55,46,643,1827
29-02-2016,37,60,49,642,1828
01-03-2016,40,60,50,641,1828
02-03-2016,39,61,50,640,1828
03-03-2016,44,57,51,640,1829
04-03-2016,42,58,50,639,1829
05-03-2016,39,56,48,638,1829
06-03-2016,37,60,49,637,1830
07-03-2016,40,58,49,637,1830
08-03-2016,43,66,55,636,1830
09-03-2016,40,60,50,635,1831
10-03-2016,37,57,47,634,1831
11-03-2016,36,52,44,633,1831
12-03-2016,36,54,45,632,1832
13-03-2016,38,53,46,632,1832
14-03-2016,40,54,47,631,1832
15-03-2016,36,52,44,630,1832
16-03-2016,38,51,45,629,1833
17-03-2016,34,55,45,628,1833
18-03-2016,35,53,44,627,1833
19-03-2016,36,55,46,626,1833
20-03-2016,38,54,46,626,1834
21-03-2016,36,55,46,625,1834
22-03-2016,35,52,44,624,1834
23-03-2016,34,46,40,623,1834
24-03-2016,33,47,40,622,1835
25-03-2016,31,51,41,621,1835
26-03-2016,34,50,42,620,1835
27-03-2016,38,56,47,620,1835
28-03-2016,42,60,51,619,1836
29-03-2016,43,61,52,618,1836
30-03-2016,42,60,51,617,1836
31-03-2016,44,59,52,616,1836
01-04-2016,42,57,50,615,1837
02-04-2016,41,59,50,614,1837
03-04-2016,42,62,52,614,1837
04-04-2016,47,60,54,613,1838
05-04-2016,44,61,53,612,1838
06-04-2016,40,59,50,611,1838
07-04-2016,36,60,48,610,1838
08-04-2016,38,54,46,610,1839
09-04-2016,40,56,48,609,1839
10-04-2016,40,54,47,608,1839
11-04-2016,41,60,51,607,1839
12-04-2016,41,59,50,606,1840
13-04-2016,39,59,49,606,1840
14-04-2016,41,57,49,605,1840
15-04-2016,36,53,45,604,1841
16-04-2016,36,51,44,603,1841
17-04-2016,36,53,45,602,1841
18-04-2016,37,58,48,602,1841
19-04-2016,38,54,46,601,1842
20-04-2016,,,,600,1842
21-04-2016,44,55,50,600,1842
22-04-2016,44,56,50,559,1843
23-04-2016,43,57,50,558,1843
24-04-2016,42,59,51,558,1843
25-04-2016,40,55,48,557,1844
26-04-2016,42,57,50,556,1844
27-04-2016,40,61,51,556,1844
28-04-2016,43,57,50,555,1845
29-04-2016,44,61,53,554,1845
30-04-2016,39,57,48,554,1845
01-05-2016,38,60,49,553,1846
02-05-2016,45,63,54,553,1846
03-05-2016,43,60,52,552,1846
04-05-2016,44,65,55,552,1847
05-05-2016,44,58,51,551,1847
06-05-2016,41,56,49,550,1847
07-05-2016,38,55,47,550,1848
08-05-2016,40,53,47,550,1848
09-05-2016,36,52,44,549,1849
10-05-2016,34,52,43,549,1849
11-05-2016,36,54,45,548,1849
12-05-2016,37,53,45,548,1850
13-05-2016,38,50,44,547,1850
14-05-2016,39,61,50,547,1851
15-05-2016,44,59,52,547,1851
16-05-2016,43,60,52,546,1851
17-05-2016,43,60,52,546,1852
18-05-2016,43,58,51,546,1852
19-05-2016,40,61,51,545,1853
20-05-2016,41,57,49,545,1853
21-05-2016,40,58,49,545,1853
22-05-2016,38,56,47,545,1854
23-05-2016,36,51,44,544,1854
24-05-2016,33,51,42,544,1855
25-05-2016,36,49,43,544,1855
26-05-2016,36,52,44,544,1855
27-05-2016,35,52,44,544,1856
28-05-2016,39,51,45,543,1856
29-05-2016,39,53,46,543,1856
30-05-2016,38,55,47,543,1857
31-05-2016,44,54,49,543,1857
01-06-2016,41,54,48,543,1858
02-06-2016,40,58,49,543,1858
03-06-2016,41,56,49,543,1858
04-06-2016,44,60,52,543,1859
05-06-2016,45,58,52,543,1859
06-06-2016,44,57,51,543,1859
07-06-2016,44,59,52,543,1900
08-06-2016,45,58,52,543,1900
09-06-2016,46,60,53,543,1900
10-06-2016,44,61,53,543,1901
11-06-2016,40,54,47,543,1901
12-06-2016,40,58,49,543,1901
13-06-2016,40,58,49,544,1902
14-06-2016,38,57,48,544,1902
15-06-2016,40,55,48,544,1902
16-06-2016,42,61,52,544,1902
17-06-2016,46,60,53,544,1903
18-06-2016,41,60,51,544,1903
19-06-2016,42,60,51,545,1903
20-06-2016,41,57,49,545,1903
21-06-2016,39,56,48,545,1904
22-06-2016,40,56,48,545,1904
23-06-2016,42,56,49,545,1904
24-06-2016,42,58,50,546,1904
25-06-2016,43,56,50,546,1904
26-06-2016,41,55,48,546,1904
27-06-2016,37,53,45,546,1905
28-06-2016,39,53,46,547,1905
29-06-2016,38,54,46,547,1905
30-06-2016,43,58,51,547,1905
01-07-2016,39,57,48,548,1905
02-07-2016,43,63,53,548,1905
03-07-2016,45,67,56,548,1905
04-07-2016,44,58,51,549,1905
05-07-2016,40,54,47,549,1905
06-07-2016,38,56,47,549,1905
07-07-2016,43,61,52,550,1905
08-07-2016,43,60,52,550,1905
09-07-2016,42,56,49,550,1905
10-07-2016,39,51,45,551,1905
11-07-2016,36,50,43,551,1905
12-07-2016,38,52,45,551,1904
13-07-2016,36,54,45,552,1904
14-07-2016,39,56,48,552,1904
15-07-2016,42,57,50,553,1904
16-07-2016,39,57,48,553,1904
17-07-2016,40,54,47,553,1904
18-07-2016,39,49,44,554,1903
19-07-2016,38,52,45,554,1903
20-07-2016,40,55,48,554,1903
21-07-2016,41,62,52,555,1902
22-07-2016,40,57,49,555,1902
23-07-2016,43,52,48,556,1902
24-07-2016,44,51,48,556,1901
25-07-2016,42,58,50,556,1901
26-07-2016,41,59,50,557,1901
27-07-2016,39,57,48,557,1900
28-07-2016,38,59,49,557,1900
29-07-2016,37,58,48,558,1859
30-07-2016,39,57,48,558,1859
31-07-2016,41,55,48,558,1859
01-08-2016,42,56,49,559,1858
02-08-2016,40,58,49,559,1858
03-08-2016,37,57,47,559,1857
04-08-2016,40,58,49,600,1857
05-08-2016,41,62,52,600,1856
06-08-2016,37,59,48,600,1855
07-08-2016,40,58,49,601,1855
08-08-2016,42,60,51,601,1854
09-08-2016,40,60,50,601,1854
10-08-2016,42,62,52,602,1853
11-08-2016,42,60,51,602,1852
12-08-2016,44,61,53,602,1852
13-08-2016,41,54,48,603,1851
14-08-2016,42,53,48,603,1850
15-08-2016,40,56,48,603,1850
16-08-2016,39,56,48,603,1849
17-08-2016,40,60,50,604,1848
18-08-2016,42,59,51,604,1848
19-08-2016,43,57,50,604,1847
20-08-2016,37,59,48,604,1846
21-08-2016,40,54,47,605,1845
22-08-2016,44,49,47,605,1845
23-08-2016,42,53,48,605,1844
24-08-2016,41,53,47,605,1843
25-08-2016,41,54,48,606,1842
26-08-2016,41,58,50,606,1841
27-08-2016,38,54,46,606,1841
28-08-2016,35,53,44,606,1840
29-08-2016,38,50,44,607,1839
30-08-2016,37,58,48,607,1838
31-08-2016,42,49,46,607,1837
01-09-2016,40,54,47,607,1836
02-09-2016,41,59,50,607,1836
03-09-2016,41,52,47,608,1835
04-09-2016,41,52,47,608,1834
05-09-2016,40,55,48,608,1833
06-09-2016,39,59,49,608,1832
07-09-2016,37,55,46,608,1831
08-09-2016,36,52,44,609,1830
09-09-2016,38,55,47,609,1829
10-09-2016,39,56,48,609,1828
11-09-2016,37,56,47,609,1828
12-09-2016,42,57,50,609,1827
13-09-2016,42,57,50,610,1826
14-09-2016,39,52,46,610,1825
15-09-2016,38,46,42,610,1824
16-09-2016,39,54,47,610,1823
17-09-2016,42,55,49,610,1822
18-09-2016,41,57,49,611,1821
19-09-2016,42,60,51,611,1820
20-09-2016,42,59,51,611,1819
21-09-2016,44,59,52,611,1819
22-09-2016,41,55,48,611,1818
23-09-2016,40,55,48,612,1817
24-09-2016,40,54,47,612,1816
25-09-2016,38,55,47,612,1815
26-09-2016,41,58,50,612,1814
27-09-2016,37,50,44,612,1813
28-09-2016,36,53,45,613,1812
29-09-2016,36,59,48,613,1811
30-09-2016,39,58,49,613,1811
01-10-2016,39,56,48,613,1810
02-10-2016,37,55,46,614,1809
03-10-2016,38,49,44,614,1808
04-10-2016,40,51,46,614,1807
05-10-2016,37,53,45,614,1806
06-10-2016,38,50,44,615,1805
07-10-2016,36,52,44,615,1805
08-10-2016,38,52,45,615,1804
09-10-2016,35,55,45,615,1803
10-10-2016,41,56,49,616,1802
11-10-2016,40,56,48,616,1801
12-10-2016,38,63,51,616,1801
13-10-2016,42,62,52,616,1800
14-10-2016,45,63,54,617,1759
15-10-2016,45,64,55,617,1758
16-10-2016,40,58,49,617,1758
17-10-2016,39,58,49,618,1757
18-10-2016,40,56,48,618,1756
19-10-2016,39,57,48,618,1755
20-10-2016,38,51,45,619,1755
21-10-2016,38,55,47,619,1754
22-10-2016,37,56,47,620,1753
23-10-2016,42,62,52,620,1753
24-10-2016,42,61,52,620,1752
25-10-2016,38,56,47,621,1752
26-10-2016,40,59,50,621,1751
27-10-2016,40,58,49,622,1750
28-10-2016,41,55,48,622,1750
29-10-2016,38,54,46,622,1749
30-10-2016,39,55,47,623,1749
31-10-2016,40,56,48,623,1748
01-11-2016,42,55,49,624,1748
02-11-2016,38,58,48,624,1747
03-11-2016,42,59,51,625,1747
04-11-2016,40,58,49,625,1746
05-11-2016,41,58,50,626,1746
06-11-2016,38,59,49,626,1746
07-11-2016,38,56,47,627,1745
08-11-2016,38,53,46,627,1745
09-11-2016,41,54,48,628,1745
10-11-2016,43,54,49,628,1744
11-11-2016,40,54,47,629,1744
12-11-2016,36,54,45,629,1744
13-11-2016,38,57,48,630,1743
14-11-2016,41,57,49,630,1743
15-11-2016,40,56,48,631,1743
16-11-2016,41,54,48,632,1743
17-11-2016,40,56,48,632,1743
18-11-2016,40,57,49,633,1743
19-11-2016,41,58,50,633,1742
20-11-2016,41,54,48,634,1742
21-11-2016,38,53,46,635,1742
22-11-2016,36,52,44,635,1742
23-11-2016,41,57,49,636,1742
24-11-2016,39,55,47,636,1742
25-11-2016,39,56,48,637,1742
26-11-2016,42,57,50,638,1742
27-11-2016,41,56,49,638,1742
28-11-2016,38,54,46,639,1742
29-11-2016,38,52,45,640,1742
30-11-2016,34,46,40,640,1743
01-12-2016,31,37,34,641,1743
02-12-2016,32,38,35,641,1743
03-12-2016,35,44,40,642,1743
04-12-2016,37,44,41,643,1743
05-12-2016,42,52,47,643,1743
06-12-2016,40,52,46,644,1744
07-12-2016,37,49,43,645,1744
08-12-2016,40,51,46,645,1744
09-12-2016,39,50,45,646,1745
10-12-2016,39,43,41,646,1745
11-12-2016,37,50,44,647,1745
12-12-2016,36,49,43,648,1746
13-12-2016,36,48,42,648,1746
14-12-2016,36,53,45,649,1746
15-12-2016,33,55,44,649,1747
16-12-2016,34,44,39,650,1747
17-12-2016,35,48,42,650,1748
18-12-2016,33,41,37,651,1748
19-12-2016,37,50,44,651,1749
20-12-2016,38,51,45,652,1749
21-12-2016,37,53,45,652,1750
22-12-2016,38,56,47,653,1750
23-12-2016,39,55,47,653,1751
24-12-2016,37,56,47,654,1751
25-12-2016,36,48,42,654,1752
26-12-2016,35,49,42,655,1752
27-12-2016,35,53,44,655,1753
28-12-2016,35,51,43,655,1753
29-12-2016,29,45,37,656,1754
30-12-2016,33,45,39,656,1755
31-12-2016,33,43,38,657,1755
01-01-2017,31,46,39,657,1756
02-01-2017,34,52,43,657,1756
03-01-2017,35,51,43,657,1757
04-01-2017,34,50,42,658,1757
05-01-2017,33,46,40,658,1758
06-01-2017,34,48,41,658,1759
07-01-2017,33,48,41,658,1759
08-01-2017,33,52,43,659,1800
09-01-2017,39,55,47,659,1801
10-01-2017,36,53,45,659,1801
11-01-2017,34,50,42,659,1802
12-01-2017,29,49,39,659,1803
13-01-2017,34,52,43,659,1803
14-01-2017,37,50,44,659,1804
15-01-2017,35,55,45,659,1804
16-01-2017,38,51,45,700,1805
17-01-2017,39,54,47,700,1806
18-01-2017,38,54,46,700,1806
19-01-2017,43,57,50,700,1807
20-01-2017,41,61,51,659,1808
21-01-2017,36,54,45,659,1808
22-01-2017,34,49,42,659,1809
23-01-2017,31,48,40,659,1810
24-01-2017,30,45,38,659,1810
25-01-2017,29,50,40,659,1811
26-01-2017,38,54,46,659,1811
27-01-2017,42,59,51,659,1812
28-01-2017,36,55,46,658,1813
29-01-2017,34,52,43,658,1813
30-01-2017,31,49,40,658,1814
31-01-2017,33,52,43,658,1814
01-02-2017,32,48,40,657,1815
02-02-2017,31,51,41,657,1816
03-02-2017,34,47,41,657,1816
04-02-2017,33,52,43,656,1817
05-02-2017,40,57,49,656,1817
06-02-2017,41,55,48,655,1818
07-02-2017,38,51,45,655,1818
08-02-2017,38,54,46,655,1819
09-02-2017,40,55,48,654,1819
10-02-2017,44,56,50,654,1820
11-02-2017,33,53,43,653,1820
12-02-2017,32,53,43,653,1821
13-02-2017,38,56,47,652,1821
14-02-2017,41,58,50,652,1822
15-02-2017,41,56,49,651,1822
16-02-2017,37,57,47,651,1823
17-02-2017,40,57,49,650,1823
18-02-2017,37,52,45,649,1823
19-02-2017,32,47,40,649,1824
20-02-2017,28,46,37,648,1824
21-02-2017,25,40,33,647,1825
22-02-2017,27,42,35,647,1825
23-02-2017,25,42,34,646,1825
24-02-2017,25,45,35,646,1826
25-02-2017,31,47,39,645,1826
26-02-2017,36,43,40,644,1827
27-02-2017,33,43,38,643,1827
28-02-2017,34,43,39,643,1827
01-03-2017,33,44,39,642,1828
02-03-2017,34,48,41,641,1828
03-03-2017,34,52,43,640,1828
04-03-2017,33,53,43,640,1829
05-03-2017,36,51,44,639,1829
06-03-2017,34,50,42,638,1829
07-03-2017,34,52,43,637,1830
08-03-2017,36,49,43,637,1830
09-03-2017,35,46,41,636,1830
10-03-2017,33,48,41,635,1831
11-03-2017,31,42,37,634,1831
12-03-2017,31,45,38,633,1831
13-03-2017,34,50,42,632,1832
14-03-2017,35,54,45,632,1832
15-03-2017,38,56,47,631,1832
16-03-2017,35,55,45,630,1832
17-03-2017,36,56,46,629,1833
18-03-2017,39,59,49,628,1833
19-03-2017,40,55,48,627,1833
20-03-2017,38,56,47,626,1833
21-03-2017,39,60,50,626,1834
22-03-2017,41,61,51,625,1834
23-03-2017,36,51,44,624,1834
24-03-2017,38,58,48,623,1834
25-03-2017,35,56,46,622,1835
26-03-2017,35,57,46,621,1835
27-03-2017,39,59,49,620,1835
28-03-2017,40,56,48,620,1835
29-03-2017,41,58,50,619,1836
30-03-2017,37,56,47,618,1836
31-03-2017,39,53,46,617,1836
01-04-2017,35,54,45,616,1836
02-04-2017,36,54,45,615,1837
03-04-2017,38,55,47,614,1837
04-04-2017,41,61,51,614,1837
05-04-2017,46,64,55,613,1838
06-04-2017,45,62,54,612,1838
07-04-2017,46,63,55,611,1838
08-04-2017,42,64,53,610,1838
09-04-2017,41,57,49,610,1839
10-04-2017,38,53,46,609,1839
11-04-2017,36,56,46,608,1839
12-04-2017,34,48,41,607,1839
13-04-2017,36,55,46,606,1840
14-04-2017,34,47,41,606,1840
15-04-2017,34,51,43,605,1840
16-04-2017,37,53,45,604,1841
17-04-2017,35,54,45,603,1841
18-04-2017,36,52,44,602,1841
19-04-2017,,,,602,1841
20-04-2017,35,53,44,601,1842
21-04-2017,35,56,46,600,1842
22-04-2017,38,61,50,600,1842
23-04-2017,39,55,47,559,1843
24-04-2017,38,55,47,558,1843
25-04-2017,40,60,50,558,1843
26-04-2017,44,59,52,557,1844
27-04-2017,42,58,50,556,1844
